token	label	director	company
['Since', 'September', '2009', ',', 'she', 'has', 'also', 'served', 'as', 'a', 'private', 'philanthropy', 'advisor', '.']	['O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	8.0	AMAZON.COM INC
['From', '1988', 'to', '1997', ',', 'she', 'worked', 'in', 'many', 'roles', 'at', 'Microsoft', 'Corporation', ',', 'including', 'as', 'a', 'Senior', 'Vice', 'President', 'of', 'the', 'Interactive', 'Media', 'Division', ',', 'and', 'also', 'served', 'as', 'the', 'Chairwoman', 'of', 'the', 'Gates', 'Learning', 'Foundation', 'from', '1997', 'to', '1999', '.']	['O', 'B-DATE', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'B-DATE', 'O']	8.0	AMAZON.COM INC
['Ms.', 'Stonesifer', 's', 'individual', 'qualifications', 'and', 'skills', 'as', 'a', 'director', 'include', 'her', 'leadership', 'experience', 'as', 'a', 'senior', 'executive', 'at', 'the', 'Bill', 'and', 'Melinda', 'Gates', 'Foundation', 'and', 'at', 'Microsoft', ',', 'through', 'which', 'she', 'gained', 'experience', 'with', 'emerging', 'technologies', 'and', 'consumer', '-', 'focused', 'product', 'development', 'and', 'marketing', 'issues', ',', 'her', 'knowledge', 'of', 'Amazon', 'from', 'having', 'served', 'as', 'a', 'director', 'since', '1997', ',', 'as', 'well', 'as', 'her', 'customer', 'experience', 'skills', 'and', 'skills', 'relating', 'to', 'public', 'policy', 'and', 'financial', 'statement', 'and', 'accounting', 'matters', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	8.0	AMAZON.COM INC
['Wendell', 'P.', 'Weeks', ',', 'age', '59', ',', 'has', 'been', 'a', 'director', 'since', 'February', '2016', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'I-DATE', 'O']	9.0	AMAZON.COM INC
['Mr.', 'Weeks', 'has', 'been', 'the', 'Chief', 'Executive', 'Officer', 'of', 'Corning', 'Incorporated', ',', 'a', 'glass', 'and', 'materials', 'science', 'innovator', ',', 'since', 'April', '2005', ';', 'Chairman', 'of', 'the', 'board', 'of', 'directors', 'since', 'April', '2007', ';', 'and', 'President', 'since', 'December', '2010', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'I-DATE', 'O']	9.0	AMAZON.COM INC
['He', 'has', 'held', 'leadership', 'roles', 'in', 'financial', 'management', ',', 'business', 'development', ',', 'commercial', 'leadership', ',', 'and', 'general', 'management', 'across', 'many', 'of', 'Corning', 's', 'businesses', 'and', 'technologies', 'since', 'joining', 'the', 'company', 'in', '1983', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']	9.0	AMAZON.COM INC
['Mr.', 'Weeks', 'has', 'served', 'as', 'a', 'director', 'of', 'Merck', '&', 'Co.', ',', 'Inc.', 'since', 'February', '2004', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O']	9.0	AMAZON.COM INC
['Mr.', 'Weeks', 'individual', 'qualifications', 'and', 'skills', 'as', 'a', 'director', 'include', 'his', 'leadership', 'and', 'operations', 'experience', 'as', 'a', 'senior', 'executive', 'at', 'a', 'large', 'corporation', 'with', 'international', 'operations', ',', 'experience', 'with', 'product', 'development', ',', 'as', 'well', 'as', 'his', 'customer', 'experience', 'skills', 'and', 'skills', 'relating', 'to', 'financial', 'statement', 'and', 'accounting', 'matters', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	9.0	AMAZON.COM INC
['WARREN', 'E.', 'BUFFETT', ',', 'age', '88', ',', 'has', 'been', 'a', 'director', 'and', 'the', 'controlling', 'shareholder', 'of', 'the', 'Corporation', 'since', '1965', 'and', 'has', 'been', 'its', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', 'since', '1970', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-DATE', 'O']	10.0	BERKSHIRE HATHAWAY INC-CL B
['Mr.', 'Buffett', 'was', 'a', 'director', 'of', 'The', 'Kraft', 'Heinz', 'Company', 'until', 'April', '2018', '.']	['O', 'B-PERSON', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O']	10.0	BERKSHIRE HATHAWAY INC-CL B
['Additional', 'Qualifications', ':', 'Warren', 'Buffett', 'brings', 'to', 'the', 'Board', 'his', '49', 'years', 'of', 'experience', 'as', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', 'of', 'the', 'Corporation', '.']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-ORG', 'O']	10.0	BERKSHIRE HATHAWAY INC-CL B
['GREGORY', 'E.', 'ABEL', ',', 'age', '56', ',', 'was', 'elected', 'a', 'director', 'of', 'the', 'Corporation', 'and', 'the', 'Corporation', 's', 'Vice', 'Chairman', '–', 'Non', 'Insurance', 'Operations', 'on', 'January', '9', ',', '2018', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']	11.0	BERKSHIRE HATHAWAY INC-CL B
['Between', '2008', 'and', 'January', '9', ',', '2018', ',', 'Mr.', 'Abel', 'served', 'as', 'the', 'Chief', 'Executive', 'Officer', 'of', 'Berkshire', 'Hathaway', 'Energy', 'Company', '(', '“', 'BHE', '”', ')', ',', 'a', '90.9', '%', 'owned', 'subsidiary', 'of', 'Berkshire', '.']	['O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-PERCENT', 'I-PERCENT', 'O', 'O', 'O', 'B-ORG', 'O']	11.0	BERKSHIRE HATHAWAY INC-CL B
['In', '2011', ',', 'Mr.', 'Abel', 'was', 'elected', 'as', 'BHE', 's', 'Chairman', 'and', 'was', 'elected', 'its', 'Executive', 'Chairman', 'on', 'January', '10', ',', '2018', '.']	['O', 'B-DATE', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'B-TITLE', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']	11.0	BERKSHIRE HATHAWAY INC-CL B
['Mr.', 'Abel', 'also', 'serves', 'as', 'a', 'director', 'of', 'the', 'The', 'Kraft', 'Heinz', 'Company', 'and', 'AEGIS', 'Insurance', 'Services', 'Inc.', ',', 'a', 'provider', 'of', 'property', 'and', 'liability', 'insurance', 'for', 'the', 'energy', 'industry', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	11.0	BERKSHIRE HATHAWAY INC-CL B
['Additional', 'Qualifications', ':', 'Gregory', 'Abel', 'brings', 'to', 'the', 'Board', 'his', '26', 'years', 'of', 'experience', 'in', 'various', 'positions', 'at', 'BHE', ',', 'including', 'serving', 'as', 'its', 'CEO', '.']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O']	11.0	BERKSHIRE HATHAWAY INC-CL B
['He', 'also', 'brings', 'to', 'the', 'board', 'his', 'experience', 'as', 'a', 'director', 'of', 'The', 'Kraft', 'Heinz', 'Company', '.']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	11.0	BERKSHIRE HATHAWAY INC-CL B
['HOWARD', 'G.', 'BUFFETT', ',', 'age', '64', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '1993', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'O']	12.0	BERKSHIRE HATHAWAY INC-CL B
['Mr.', 'Buffett', 'is', 'currently', 'Undersheriff', 'of', 'Macon', 'County', ',', 'Illinois', 'and', 'was', 'its', 'Sheriff', 'between', 'September', '2017', 'and', 'December', '2018', '.']	['O', 'B-PERSON', 'O', 'O', 'B-TITLE', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']	12.0	BERKSHIRE HATHAWAY INC-CL B
['Since', '2013', ',', 'Mr.', 'Buffett', 'has', 'been', 'the', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', 'of', 'the', 'Howard', 'G.', 'Buffett', 'Foundation', ',', 'a', 'charitable', 'foundation', 'that', 'directs', 'funding', 'for', 'humanitarian', 'and', 'conservation', 'related', 'issues', '.']	['O', 'B-DATE', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	12.0	BERKSHIRE HATHAWAY INC-CL B
['Between', '1999', 'and', '2013', ',', 'he', 'served', 'as', 'the', 'President', 'of', 'the', 'Howard', 'G.', 'Buffett', 'Foundation', '.']	['O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	12.0	BERKSHIRE HATHAWAY INC-CL B
['He', 'was', 'a', 'director', 'of', 'The', 'Coca-Cola', 'Company', 'until', 'April', '2017', ',', 'Lindsay', 'Corporation', 'until', 'January', '2016', 'and', 'Sloan', 'Implement', 'Company', 'until', 'May', '2015', '.']	['O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O']	12.0	BERKSHIRE HATHAWAY INC-CL B
['Additional', 'Qualifications', ':', 'Howard', 'Buffett', 'brings', 'to', 'the', 'Board', 'his', 'experience', 'as', 'the', 'owner', 'of', 'a', 'small', 'business', ',', 'as', 'a', 'past', 'senior', 'executive', 'of', 'a', 'public', 'corporation', ',', 'as', 'a', 'director', 'of', 'public', 'corporations', 'and', 'as', 'the', 'Chairman', 'and', 'CEO', 'of', 'a', 'large', 'charitable', 'foundation', '.']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'O', 'O', 'O', 'O', 'O', 'O']	12.0	BERKSHIRE HATHAWAY INC-CL B
['STEPHEN', 'B.', 'BURKE', ',', 'age', '60', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '2009', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'O']	13.0	BERKSHIRE HATHAWAY INC-CL B
['Mr.', 'Burke', 'has', 'been', 'the', 'Chief', 'Executive', 'Officer', 'of', 'NBCUniversal', 'and', 'Senior', 'Executive', 'Vice', 'President', 'of', 'Comcast', 'Corporation', 'since', 'January', '2011', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O']	13.0	BERKSHIRE HATHAWAY INC-CL B
['Prior', 'to', 'that', 'time', ',', 'from', '2004', 'until', 'January', '2011', ',', 'he', 'was', 'the', 'Chief', 'Operating', 'Officer', 'of', 'Comcast', 'Corporation', ',', 'and', 'President', 'of', 'Comcast', 'Cable', 'Communications', 'from', '1998', 'until', 'January', '2010', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']	13.0	BERKSHIRE HATHAWAY INC-CL B
['He', 'is', 'also', 'a', 'director', 'of', 'JPMorgan', 'Chase', '&', 'Co.', 'Additional', 'Qualifications', ':', 'Stephen', 'Burke', 'brings', 'to', 'the', 'Board', 'his', 'experience', 'as', 'a', 'senior', 'executive', 'of', 'a', 'public', 'corporation', 'and', 'his', 'financial', 'expertise', 'as', 'a', 'director', 'of', 'a', 'major', 'banking', 'institution', '.']	['O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	13.0	BERKSHIRE HATHAWAY INC-CL B
['SUSAN', 'L.', 'DECKER', ',', 'age', '56', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '2007', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'O']	14.0	BERKSHIRE HATHAWAY INC-CL B
['Ms.', 'Decker', 'also', 'serves', 'on', 'the', 'boards', 'of', 'directors', 'of', 'Costco', 'Wholesale', 'Corporation', ',', 'Vail', 'Resorts', ',', 'Inc.', ',', 'SurveyMonkey', 'and', 'Vox', 'Media', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O']	14.0	BERKSHIRE HATHAWAY INC-CL B
['She', 'is', 'CEO', 'and', 'Founder', 'of', 'Raftr', ',', 'incorporated', 'in', '2018', 'as', 'an', 'authenticated', 'private', 'social', 'network', 'for', 'university', 'students', 'and', 'administrations', '.']	['O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'O', 'B-ORG', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	14.0	BERKSHIRE HATHAWAY INC-CL B
['From', 'June', '2000', 'to', 'April', '2009', ',', 'Ms.', 'Decker', 'held', 'various', 'executive', 'management', 'positions', 'at', 'Yahoo', '!', 'Inc.', ',', 'a', 'global', 'Internet', 'brand', ',', 'including', 'President', '(', 'June', '2007', 'to', 'April', '2009', ')', ',', 'head', 'of', 'the', 'Advertiser', 'and', 'Publisher', 'Group', '(', 'December', '2006', 'to', 'June', '2007', ')', 'and', 'Chief', 'Financial', 'Officer', '(', 'June', '2000', 'to', 'June', '2007', ')', '.']	['O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O']	14.0	BERKSHIRE HATHAWAY INC-CL B
['Before', 'Yahoo', '!', ',', 'Ms.', 'Decker', 'spent', '14', 'years', 'with', 'Donaldson', ',', 'Lufkin', '&', 'Jenrette', '.']	['O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	14.0	BERKSHIRE HATHAWAY INC-CL B
['She', 'is', 'a', 'Chartered', 'Financial', 'Analyst', 'and', 'served', 'on', 'the', 'Financial', 'Accounting', 'Standards', 'Advisory', 'Council', 'for', 'a', 'four-year', 'term', ',', 'from', '2000', 'to', '2004', '.']	['O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']	14.0	BERKSHIRE HATHAWAY INC-CL B
['Additional', 'Qualifications', ':', 'Susan', 'Decker', 'brings', 'to', 'the', 'Board', 'her', 'experience', 'as', 'a', 'past', 'senior', 'executive', 'of', 'a', 'public', 'corporation', 'and', 'a', 'director', 'of', 'public', 'corporations', 'and', 'her', 'financial', 'expertise', 'as', 'a', 'former', 'equity', 'securities', 'analyst', 'and', 'a', 'former', 'member', 'of', 'the', 'Financial', 'Accounting', 'Standards', 'Advisory', 'Council', '.']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	14.0	BERKSHIRE HATHAWAY INC-CL B
['WILLIAM', 'H.', 'GATES', 'III', ',', 'age', '63', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '2005', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'O']	15.0	BERKSHIRE HATHAWAY INC-CL B
['Mr.', 'Gates', 'currently', 'serves', 'as', 'Co-Chair', 'of', 'the', 'Bill', '&', 'Melinda', 'Gates', 'Foundation', '.']	['O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	15.0	BERKSHIRE HATHAWAY INC-CL B
['Mr.', 'Gates', 'is', 'a', 'director', 'of', 'Microsoft', 'Corporation', 'and', 'served', 'as', 'Chairman', 'of', 'the', 'Board', 'from', 'its', 'incorporation', 'in', '1981', 'until', 'February', '2014', '.']	['O', 'B-PERSON', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']	15.0	BERKSHIRE HATHAWAY INC-CL B
['Mr.', 'Gates', 'is', 'currently', 'a', 'Technology', 'Advisor', 'for', 'Microsoft', 'Corporation', 'and', 'was', 'its', 'Chief', 'Executive', 'Officer', 'from', '1981', 'until', 'January', '2000', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']	15.0	BERKSHIRE HATHAWAY INC-CL B
['Additional', 'Qualifications', ':', 'William', 'Gates', 'brings', 'to', 'the', 'Board', 'his', 'experience', 'and', 'financial', 'expertise', 'as', 'the', 'past', 'chairman', 'of', 'the', 'board', 'of', 'directors', 'and', 'chief', 'executive', 'officer', 'of', 'a', 'public', 'corporation', 'and', 'as', 'the', 'Co-Chair', 'of', 'a', 'major', 'charitable', 'foundation', '.']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'O', 'O', 'O', 'O']	15.0	BERKSHIRE HATHAWAY INC-CL B
['DAVID', 'S.', 'GOTTESMAN', ',', 'age', '92', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '2004', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'O']	16.0	BERKSHIRE HATHAWAY INC-CL B
['For', 'more', 'than', 'the', 'past', 'five', 'years', ',', 'he', 'has', 'been', 'a', 'principal', 'of', 'First', 'Manhattan', 'Co.', ',', 'an', 'investment', 'advisory', 'firm', '.']	['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']	16.0	BERKSHIRE HATHAWAY INC-CL B
['Mr.', 'Gottesman', 'is', 'Vice', 'Chairman', 'and', 'a', 'trustee', 'of', 'the', 'American', 'Museum', 'of', 'Natural', 'History', 'and', 'a', 'trustee', 'of', 'Mount', 'Sinai', 'Medical', 'Center', '.']	['O', 'B-PERSON', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']	16.0	BERKSHIRE HATHAWAY INC-CL B
['Additional', 'Qualifications', ':', 'David', 'Gottesman', 'brings', 'to', 'the', 'Board', 'his', 'experience', 'and', 'financial', 'expertise', 'as', 'principal', 'of', 'a', 'private', 'investment', 'manager', '.']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	16.0	BERKSHIRE HATHAWAY INC-CL B
['CHARLOTTE', 'GUYMAN', ',', 'age', '62', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '2003', '.']	['B-PERSON', 'I-PERSON', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'O']	17.0	BERKSHIRE HATHAWAY INC-CL B
['Ms.', 'Guyman', 'is', 'co-founder', 'of', 'BoardReady', ',', 'a', 'not', 'for', 'profit', 'corporation', 'whose', 'mission', 'is', 'to', 'catapult', 'board', 'diversification', 'through', 'data', ',', 'experience', 'and', 'network', 'strategies', '.']	['O', 'B-PERSON', 'O', 'B-TITLE', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	17.0	BERKSHIRE HATHAWAY INC-CL B
