,x,y
40,"['From', '1988', 'to', '1997', ',', 'she', 'worked', 'in', 'many', 'roles', 'at', 'Microsoft', 'Corporation', ',', 'including', 'as', 'a', 'Senior', 'Vice', 'President', 'of', 'the', 'Interactive', 'Media', 'Division', ',', 'and', 'also', 'served', 'as', 'the', 'Chairwoman', 'of', 'the', 'Gates', 'Learning', 'Foundation', 'from', '1997', 'to', '1999', '.']","['O', 'U-DATE', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'U-DATE', 'O']"
41,"['Ms.', 'Stonesifer', 's', 'individual', 'qualifications', 'and', 'skills', 'as', 'a', 'director', 'include', 'her', 'leadership', 'experience', 'as', 'a', 'senior', 'executive', 'at', 'the', 'Bill', 'and', 'Melinda', 'Gates', 'Foundation', 'and', 'at', 'Microsoft', ',', 'through', 'which', 'she', 'gained', 'experience', 'with', 'emerging', 'technologies', 'and', 'consumer', '-', 'focused', 'product', 'development', 'and', 'marketing', 'issues', ',', 'her', 'knowledge', 'of', 'Amazon', 'from', 'having', 'served', 'as', 'a', 'director', 'since', '1997', ',', 'as', 'well', 'as', 'her', 'customer', 'experience', 'skills', 'and', 'skills', 'relating', 'to', 'public', 'policy', 'and', 'financial', 'statement', 'and', 'accounting', 'matters', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
42,"['Wendell', 'P.', 'Weeks', ',', 'age', '59', ',', 'has', 'been', 'a', 'director', 'since', 'February', '2016', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-DATE', 'L-DATE', 'O']"
43,"['Mr.', 'Weeks', 'has', 'been', 'the', 'Chief', 'Executive', 'Officer', 'of', 'Corning', 'Incorporated', ',', 'a', 'glass', 'and', 'materials', 'science', 'innovator', ',', 'since', 'April', '2005', ';', 'Chairman', 'of', 'the', 'board', 'of', 'directors', 'since', 'April', '2007', ';', 'and', 'President', 'since', 'December', '2010', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'U-TITLE', 'O', 'B-DATE', 'L-DATE', 'O']"
44,"['He', 'has', 'held', 'leadership', 'roles', 'in', 'financial', 'management', ',', 'business', 'development', ',', 'commercial', 'leadership', ',', 'and', 'general', 'management', 'across', 'many', 'of', 'Corning', 's', 'businesses', 'and', 'technologies', 'since', 'joining', 'the', 'company', 'in', '1983', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']"
45,"['Mr.', 'Weeks', 'has', 'served', 'as', 'a', 'director', 'of', 'Merck', '&', 'Co.', ',', 'Inc.', 'since', 'February', '2004', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'O']"
46,"['Mr.', 'Weeks', '', 'individual', 'qualifications', 'and', 'skills', 'as', 'a', 'director', 'include', 'his', 'leadership', 'and', 'operations', 'experience', 'as', 'a', 'senior', 'executive', 'at', 'a', 'large', 'corporation', 'with', 'international', 'operations', ',', 'experience', 'with', 'product', 'development', ',', 'as', 'well', 'as', 'his', 'customer', 'experience', 'skills', 'and', 'skills', 'relating', 'to', 'financial', 'statement', 'and', 'accounting', 'matters', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
47,"['WARREN', 'E.', 'BUFFETT', ',', 'age', '88', ',', 'has', 'been', 'a', 'director', 'and', 'the', 'controlling', 'shareholder', 'of', 'the', 'Corporation', 'since', '1965', 'and', 'has', 'been', 'its', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', 'since', '1970', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'O', 'U-ORG', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-DATE', 'O']"
48,"['Mr.', 'Buffett', 'was', 'a', 'director', 'of', 'The', 'Kraft', 'Heinz', 'Company', 'until', 'April', '2018', '.']","['O', 'U-PERSON', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'O']"
49,"['Additional', 'Qualifications', ':', 'Warren', 'Buffett', 'brings', 'to', 'the', 'Board', 'his', '49', 'years', 'of', 'experience', 'as', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', 'of', 'the', 'Corporation', '.']","['O', 'O', 'O', 'B-PERSON', 'L-PERSON', 'O', 'O', 'O', 'U-ORG', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'U-ORG', 'O']"
50,"['GREGORY', 'E.', 'ABEL', ',', 'age', '56', ',', 'was', 'elected', 'a', 'director', 'of', 'the', 'Corporation', 'and', 'the', 'Corporation', 's', 'Vice', 'Chairman', '–', 'Non', 'Insurance', 'Operations', 'on', 'January', '9', ',', '2018', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'O', 'U-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O']"
51,"['Between', '2008', 'and', 'January', '9', ',', '2018', ',', 'Mr.', 'Abel', 'served', 'as', 'the', 'Chief', 'Executive', 'Officer', 'of', 'Berkshire', 'Hathaway', 'Energy', 'Company', '(', '“', 'BHE', '”', ')', ',', 'a', '90.9', '%', 'owned', 'subsidiary', 'of', 'Berkshire', '.']","['O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'B-PERCENT', 'L-PERCENT', 'O', 'O', 'O', 'U-ORG', 'O']"
52,"['In', '2011', ',', 'Mr.', 'Abel', 'was', 'elected', 'as', 'BHE', 's', 'Chairman', 'and', 'was', 'elected', 'its', 'Executive', 'Chairman', 'on', 'January', '10', ',', '2018', '.']","['O', 'U-DATE', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'U-ORG', 'O', 'U-TITLE', 'O', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O']"
53,"['Mr.', 'Abel', 'also', 'serves', 'as', 'a', 'director', 'of', 'the', 'The', 'Kraft', 'Heinz', 'Company', 'and', 'AEGIS', 'Insurance', 'Services', 'Inc.', ',', 'a', 'provider', 'of', 'property', 'and', 'liability', 'insurance', 'for', 'the', 'energy', 'industry', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
54,"['Additional', 'Qualifications', ':', 'Gregory', 'Abel', 'brings', 'to', 'the', 'Board', 'his', '26', 'years', 'of', 'experience', 'in', 'various', 'positions', 'at', 'BHE', ',', 'including', 'serving', 'as', 'its', 'CEO', '.']","['O', 'O', 'O', 'B-PERSON', 'L-PERSON', 'O', 'O', 'O', 'U-ORG', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O']"
55,"['He', 'also', 'brings', 'to', 'the', 'board', 'his', 'experience', 'as', 'a', 'director', 'of', 'The', 'Kraft', 'Heinz', 'Company', '.']","['O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
56,"['HOWARD', 'G.', 'BUFFETT', ',', 'age', '64', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '1993', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'U-DATE', 'O']"
57,"['Mr.', 'Buffett', 'is', 'currently', 'Undersheriff', 'of', 'Macon', 'County', ',', 'Illinois', 'and', 'was', 'its', 'Sheriff', 'between', 'September', '2017', 'and', 'December', '2018', '.']","['O', 'U-PERSON', 'O', 'O', 'U-TITLE', 'O', 'B-GPE', 'L-GPE', 'O', 'U-GPE', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O']"
58,"['Since', '2013', ',', 'Mr.', 'Buffett', 'has', 'been', 'the', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', 'of', 'the', 'Howard', 'G.', 'Buffett', 'Foundation', ',', 'a', 'charitable', 'foundation', 'that', 'directs', 'funding', 'for', 'humanitarian', 'and', 'conservation', 'related', 'issues', '.']","['O', 'U-DATE', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
59,"['Between', '1999', 'and', '2013', ',', 'he', 'served', 'as', 'the', 'President', 'of', 'the', 'Howard', 'G.', 'Buffett', 'Foundation', '.']","['O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
60,"['He', 'was', 'a', 'director', 'of', 'The', 'Coca-Cola', 'Company', 'until', 'April', '2017', ',', 'Lindsay', 'Corporation', 'until', 'January', '2016', 'and', 'Sloan', 'Implement', 'Company', 'until', 'May', '2015', '.']","['O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'O']"
61,"['Additional', 'Qualifications', ':', 'Howard', 'Buffett', 'brings', 'to', 'the', 'Board', 'his', 'experience', 'as', 'the', 'owner', 'of', 'a', 'small', 'business', ',', 'as', 'a', 'past', 'senior', 'executive', 'of', 'a', 'public', 'corporation', ',', 'as', 'a', 'director', 'of', 'public', 'corporations', 'and', 'as', 'the', 'Chairman', 'and', 'CEO', 'of', 'a', 'large', 'charitable', 'foundation', '.']","['O', 'O', 'O', 'B-PERSON', 'L-PERSON', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-TITLE', 'O', 'O', 'O', 'O', 'O', 'O']"
62,"['STEPHEN', 'B.', 'BURKE', ',', 'age', '60', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '2009', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'U-DATE', 'O']"
63,"['Mr.', 'Burke', 'has', 'been', 'the', 'Chief', 'Executive', 'Officer', 'of', 'NBCUniversal', 'and', 'Senior', 'Executive', 'Vice', 'President', 'of', 'Comcast', 'Corporation', 'since', 'January', '2011', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'O']"
64,"['Prior', 'to', 'that', 'time', ',', 'from', '2004', 'until', 'January', '2011', ',', 'he', 'was', 'the', 'Chief', 'Operating', 'Officer', 'of', 'Comcast', 'Corporation', ',', 'and', 'President', 'of', 'Comcast', 'Cable', 'Communications', 'from', '1998', 'until', 'January', '2010', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O']"
65,"['He', 'is', 'also', 'a', 'director', 'of', 'JPMorgan', 'Chase', '&', 'Co.', 'Additional', 'Qualifications', ':', 'Stephen', 'Burke', 'brings', 'to', 'the', 'Board', 'his', 'experience', 'as', 'a', 'senior', 'executive', 'of', 'a', 'public', 'corporation', 'and', 'his', 'financial', 'expertise', 'as', 'a', 'director', 'of', 'a', 'major', 'banking', 'institution', '.']","['O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'B-PERSON', 'L-PERSON', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
66,"['SUSAN', 'L.', 'DECKER', ',', 'age', '56', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '2007', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'U-DATE', 'O']"
67,"['Ms.', 'Decker', 'also', 'serves', 'on', 'the', 'boards', 'of', 'directors', 'of', 'Costco', 'Wholesale', 'Corporation', ',', 'Vail', 'Resorts', ',', 'Inc.', ',', 'SurveyMonkey', 'and', 'Vox', 'Media', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'U-ORG', 'O', 'B-ORG', 'L-ORG', 'O']"
68,"['She', 'is', 'CEO', 'and', 'Founder', 'of', 'Raftr', ',', 'incorporated', 'in', '2018', 'as', 'an', 'authenticated', 'private', 'social', 'network', 'for', 'university', 'students', 'and', 'administrations', '.']","['O', 'O', 'U-TITLE', 'O', 'U-TITLE', 'O', 'U-ORG', 'O', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
69,"['From', 'June', '2000', 'to', 'April', '2009', ',', 'Ms.', 'Decker', 'held', 'various', 'executive', 'management', 'positions', 'at', 'Yahoo', '!', 'Inc.', ',', 'a', 'global', 'Internet', 'brand', ',', 'including', 'President', '(', 'June', '2007', 'to', 'April', '2009', ')', ',', 'head', 'of', 'the', 'Advertiser', 'and', 'Publisher', 'Group', '(', 'December', '2006', 'to', 'June', '2007', ')', 'and', 'Chief', 'Financial', 'Officer', '(', 'June', '2000', 'to', 'June', '2007', ')', '.']","['O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O', 'O']"
70,"['Before', 'Yahoo', '!', ',', 'Ms.', 'Decker', 'spent', '14', 'years', 'with', 'Donaldson', ',', 'Lufkin', '&', 'Jenrette', '.']","['O', 'B-ORG', 'L-ORG', 'O', 'O', 'U-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
71,"['She', 'is', 'a', 'Chartered', 'Financial', 'Analyst', 'and', 'served', 'on', 'the', 'Financial', 'Accounting', 'Standards', 'Advisory', 'Council', 'for', 'a', 'four-year', 'term', ',', 'from', '2000', 'to', '2004', '.']","['O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
72,"['Additional', 'Qualifications', ':', 'Susan', 'Decker', 'brings', 'to', 'the', 'Board', 'her', 'experience', 'as', 'a', 'past', 'senior', 'executive', 'of', 'a', 'public', 'corporation', 'and', 'a', 'director', 'of', 'public', 'corporations', 'and', 'her', 'financial', 'expertise', 'as', 'a', 'former', 'equity', 'securities', 'analyst', 'and', 'a', 'former', 'member', 'of', 'the', 'Financial', 'Accounting', 'Standards', 'Advisory', 'Council', '.']","['O', 'O', 'O', 'B-PERSON', 'L-PERSON', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
73,"['WILLIAM', 'H.', 'GATES', 'III', ',', 'age', '63', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '2005', '.']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'U-DATE', 'O']"
74,"['Mr.', 'Gates', 'currently', 'serves', 'as', 'Co-Chair', 'of', 'the', 'Bill', '&', 'Melinda', 'Gates', 'Foundation', '.']","['O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
75,"['Mr.', 'Gates', 'is', 'a', 'director', 'of', 'Microsoft', 'Corporation', 'and', 'served', 'as', 'Chairman', 'of', 'the', 'Board', 'from', 'its', 'incorporation', 'in', '1981', 'until', 'February', '2014', '.']","['O', 'U-PERSON', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O']"
76,"['Mr.', 'Gates', 'is', 'currently', 'a', 'Technology', 'Advisor', 'for', 'Microsoft', 'Corporation', 'and', 'was', 'its', 'Chief', 'Executive', 'Officer', 'from', '1981', 'until', 'January', '2000', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'L-DATE', 'O']"
77,"['Additional', 'Qualifications', ':', 'William', 'Gates', 'brings', 'to', 'the', 'Board', 'his', 'experience', 'and', 'financial', 'expertise', 'as', 'the', 'past', 'chairman', 'of', 'the', 'board', 'of', 'directors', 'and', 'chief', 'executive', 'officer', 'of', 'a', 'public', 'corporation', 'and', 'as', 'the', 'Co-Chair', 'of', 'a', 'major', 'charitable', 'foundation', '.']","['O', 'O', 'O', 'B-PERSON', 'L-PERSON', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'O', 'O', 'O', 'O']"
78,"['DAVID', 'S.', 'GOTTESMAN', ',', 'age', '92', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '2004', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'U-DATE', 'O']"
79,"['For', 'more', 'than', 'the', 'past', 'five', 'years', ',', 'he', 'has', 'been', 'a', 'principal', 'of', 'First', 'Manhattan', 'Co.', ',', 'an', 'investment', 'advisory', 'firm', '.']","['O', 'O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
80,"['Mr.', 'Gottesman', 'is', 'Vice', 'Chairman', 'and', 'a', 'trustee', 'of', 'the', 'American', 'Museum', 'of', 'Natural', 'History', 'and', 'a', 'trustee', 'of', 'Mount', 'Sinai', 'Medical', 'Center', '.']","['O', 'U-PERSON', 'O', 'B-TITLE', 'L-TITLE', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
81,"['Additional', 'Qualifications', ':', 'David', 'Gottesman', 'brings', 'to', 'the', 'Board', 'his', 'experience', 'and', 'financial', 'expertise', 'as', 'principal', 'of', 'a', 'private', 'investment', 'manager', '.']","['O', 'O', 'O', 'B-PERSON', 'L-PERSON', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
82,"['CHARLOTTE', 'GUYMAN', ',', 'age', '62', ',', 'has', 'been', 'a', 'director', 'of', 'the', 'Corporation', 'since', '2003', '.']","['B-PERSON', 'L-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'U-DATE', 'O']"
83,"['Ms.', 'Guyman', 'is', 'co-founder', 'of', 'BoardReady', ',', 'a', 'not', 'for', 'profit', 'corporation', 'whose', 'mission', 'is', 'to', 'catapult', 'board', 'diversification', 'through', 'data', ',', 'experience', 'and', 'network', 'strategies', '.']","['O', 'U-PERSON', 'O', 'U-TITLE', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
84,"['Ms.', 'Guyman', 'is', 'currently', 'a', 'strategic', 'advisor', 'to', 'Cameoworks', ',', 'a', 'global', 'retail', 'and', 'financial', 'services', 'advisory', 'firm', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
85,"['She', 'was', 'a', 'general', 'manager', 'with', 'Microsoft', 'Corporation', 'until', 'July', '1999', '.']","['O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'O']"
86,"['She', 'is', 'a', 'director', 'of', 'Space', 'Needle', 'LLC', 'and', 'Pro.com', ',', 'a', 'trustee', 'of', 'Save', 'the', 'Children', 'and', 'was', 'former', 'Chairman', 'of', 'the', 'Board', 'of', 'Directors', 'of', 'UW', 'Medicine', ',', 'an', 'academic', 'medical', 'center', '.']","['O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'U-ORG', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
87,"['Additional', 'Qualifications', ':', 'Charlotte', 'Guyman', 'brings', 'to', 'the', 'Board', 'her', 'experience', 'as', 'a', 'past', 'senior', 'executive', 'of', 'a', 'public', 'corporation', 'and', 'her', 'financial', 'expertise', 'as', 'the', 'former', 'chairman', 'of', 'a', 'major', 'academic', 'medical', 'center', '.']","['O', 'O', 'O', 'B-PERSON', 'L-PERSON', 'O', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
